animal_id,mammal_genus,mammal_scientific_name,mammal_type ,mammal_group,plant_pub_name,endemic_widelydistributed,native_exotic,habit,updated_genus,updated_species,family,fruit_nature,fruit_type,fruit_colour,colour_nature,fruit_odour,no_of_seed_per_fruit,seed_number,arillate_notarillate,fruit_length_l,fruit_length_h,fruit_breadth_l,fruit_breadth_h,fruit_diameter_l,fruit_diameter_h,seed_length_l,seed_length_h,seed_breadth_l,seed_breadth_h,seed_diameter_l,seed_diameter_h,iucn_status_plant,location_country,Asia_zone,author_id
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Agapetes kanjilaii,Endemic,Native,Shrub,Agapetes,Agapetes kanjilali,Ericaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Abrus pulchellus,Widely distributed,Native,Climber,Abrus,Abrus melanospermus,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,2.2,7,0.8,1.5,NA,NA,0.4,0.6,0.3,0.45,NA,NA,Not assessed,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,spondias mombin,Widely distributed,Exotic,Tree,Spondias,Spondias mombin,Anacardiaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,1,One,Not arillate,3,4,2,2,0.5,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Dalbergia pinnata,Widely distributed,Native,Climber,Dalbergia,Dalbergia pinnata,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,3,Two-Five,Not arillate,2.5,6,1,1.4,NA,NA,1.8,1.8,0.4,0.4,NA,NA,Least Concern,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Piper longum,Widely distributed,Native,Climber,Piper,Piper longum,Piperaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Cayratia trifolia,Widely distributed,Native,Climber,Causonia,Causonia trifolia,Vitaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,3,Two-Five,Not arillate,NA,NA,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus fistulosa,Widely distributed,Native,Tree,Ficus,Ficus fistulosa,Moraceae,Fig,Synconium,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,1.5,2,1.5,2.2,1.5,2.5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Borah et al 2018
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Dysoxylum alliaria,Widely distributed,Native,Tree,Dysoxylum,Dysoxylum mollissimum,Meliaceae,Dry,Capsule,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus curtipes,Widely distributed,Native,Tree,Ficus,Ficus curtipes,Moraceae,Fig,Synconium,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus geniculata,Widely distributed,Native,Tree,Ficus,Ficus geniculata,Moraceae,Fig,Synconium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Knema linifolia,Widely distributed,Native,Tree,Knema,Knema linifolia,Myristicaceae,Dry,Capsule,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Arillate,2.5,4,2.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Morus macroura,Widely distributed,Native,Tree,Morus,Morus macroura,Moraceae,Fleshy,Sorosis,Red,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,6,12,1.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Phoebe hainesiana,Widely distributed,Native,Tree,Phoebe,Phoebe bootanica,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb 2015
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Mikania micrantha,Widely distributed,Exotic,Climber,Mikania,Mikania micrantha,Asteraceae,Dry,Achene,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb et al 2019
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus heterophylla,Widely distributed,Native,Tree,Ficus,Ficus heterophylla,Moraceae,Fig,Synconium,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Deb et al 2019
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Pothos scandens,Widely distributed,Native,Climber,Pothos,Pothos scandens,Araceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,3,Two-Five,Not arillate,1,1.75,1,1.4,NA,NA,NA,NA,NA,NA,0.3,0.6,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Schefflera venulosa,Widely distributed,Native,Shrub,Heptapleurum,Heptapleurum venulosum,Araliaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Stereospermum gladulosum,Widely distributed,Native,Tree,Radermachera,Radermachera glandulosa,Bignoniaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,22,30,0.7,0.8,NA,NA,2,2,0.2,0.3,NA,NA,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Glochidion hirsutum,Widely distributed,Native,Shrub,Glochidion,Glochidion zeylanicum,Phyllanthaceae,Dry,Capsule,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,0.8,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Sapium eugeniaefolium,Widely distributed,Native,Tree,Triadica,Triadica cochinchinensis,Euphorbiaceae,Dry,Capsule,Black,"Dark (Black, Blue, Purple, Violet)",absent,3,Two-Five,Not arillate,NA,NA,NA,NA,0.7,0.9,0.4,0.5,0.3,0.4,NA,NA,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Litsea khasiana,Widely distributed,Native,Tree,Litsea ,Litsea hookeri,Lauraceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.5,1.8,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Dendrophthoea sp,NA,NA,NA,Dendropthe,Dendrophthoe sp.,Loranthaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Hiptage sp,NA,NA,NA,Hiptage,Hiptage sp.,Malphigiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Acacia diadenia,Endemic,Native,Climber,Senegalia,Senegalia diadenia,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,10,16,2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ficus pomifera,Widely distributed,Native,Tree,Ficus,Ficus punctata,Moraceae,Fig,Synconium,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Hovenia acerba,Widely distributed,Native,Tree,Hovenia,Hovenia acerba,Rhamnaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,3,Two-Five,Not arillate,NA,NA,NA,NA,0.5,0.65,NA,NA,NA,NA,0.32,0.45,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Mussaenda glabra,Widely distributed,Native,Shrub,Mussaenda,Mussaenda glabra,Rubiaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.8,1.1,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Ailanthus integrifolia,Widely distributed,Native,Tree,Ailanthus,Ailanthus integrifolia,Simaroubaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,10,12,2.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Premna scandens,Widely distributed,Native,Climber,Premna,Premna scandens,Lamiaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,4,Two-Five,Not arillate,0.7,0.8,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Vitis sp. ,NA,NA,NA,Vitis,Vitis sp.,Vitaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,Indian subcontinent,Kakati 2004
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Holigarna longifolia,Widely distributed,Native,Tree,Holigarna,Holigarna caustica,Anacardiaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data deficient,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Artobotrys hexapetalus,Widely distributed,Native,Climber,Artabotrys,Artabotrys hexapetala,Annonaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2.5,4,2.5,2.5,NA,NA,1.5,2,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Polyalthia longifolia,Widely distributed,Native,Tree,Moonon,Moonon longifolium,Annonaceae,Fleshy,Monocarp,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,2,2.5,1.5,1.5,NA,NA,2,2,1.4,1.4,NA,NA,Not assessed,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Tetracera sarmentosa,Widely distributed,Native,Climber,Tetracera,Tetracera sarmentosa,Dilleniaceae,Dry,Follicle,Orange,"Bright (Red, Orange, Pink)",absent,1,One,Arillate,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Dillenia scabrella ,Widely distributed,Native,Tree,Dillenia,Dillenia scabrella,Dilleniaceae,Fleshy,Pseudocarp,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,2,0.5,0.5,0.35,0.35,NA,NA,Not assessed,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Aporosa dioica,Widely distributed,Native,Tree,Aporosa,Aporosa octandra,Phyllanthaceae,Dry,Capsule,Red,"Bright (Red, Orange, Pink)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,1,1.3,0.9,0.9,0.55,0.55,NA,NA,Least Concern,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Garcinia xanthochymus,Widely distributed,Native,Tree,Garcinia,Garcinia xanthochymus,Clusiaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,4,Two-Five,Not arillate,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2.41,2.41,Least Concern,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Amoora wallichi,Widely distributed,Native,Tree,Aglaia,Aglaia spectabilis,Meliaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,3,Two-Five,Not arillate,3,5,2,4,NA,NA,0.5,0.6,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Maesa ramentacea,Widely distributed,Native,Shrub,Maesa,Maesa ramentacea,Primulaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Syzygium nervosum,Widely distributed,Native,Tree,Syzygium,Syzygium nervosum,Myrtaceae,Fleshy,Drupe,Violet,"Dark (Black, Blue, Purple, Violet)",present,1,One,Not arillate,1,1.2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Neha et al 2020
Western Hoolock Gibbon,Hoolock,Hoolock hoolock,Primates,Hominidae,Vitex peduncularis,Widely distributed,Native,Tree,Vitex,Vitex peduncularis,Lamiaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Neha et al 2020
Wild water buffalo,Bubalus,Bubalus arnee,Herbivore,Bovid,Coccinia grandis,Widely distributed,Native,Climber,Coccinia,Coccinia grandis,cucurbitaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,4,5,2,2.5,NA,NA,0.6,0.7,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Bauri & Saikia 2014
Wild water buffalo,Bubalus,Bubalus arnee,Herbivore,Bovid,Solanus torvum,Widely distributed,Exotic,Shrub,Solanum,Solanum torvum,Solanaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,0.15,2,Not assessed,India,Indian subcontinent,Bauri & Saikia 2014
Bornean Bearded Pig,Sus,Sus barbatus,Herbivore,Pig,Walsura pinnata,Widely distributed,Native,Tree,Walsura ,Walsura pinnata,Meliaceae,Fleshy,Berry,Orange,"Bright (Red, Orange, Pink)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,2.2,2.2,NA,NA,NA,NA,NA,NA,Least Concern,Indonesia,South-east Asia,Srdhara et al 2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Agathis,NA,NA,NA,Agathis,Agathis sp,Araucariceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Agelaea,NA,NA,NA,Agelaea,Agelea sp,Connaraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Aglaia,NA,NA,NA,Aglaia,Aglaia sp.,Meliaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Artabotrys,NA,NA,NA,Artabotrys,Artabotrys sp,Annonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Baccaurea,NA,NA,NA,Baccaurea,Baccaurea sp.,Phyllanthaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Bhesa,NA,NA,NA,Bhesa,Bhesa sp,Centroplacaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Blumeodendron,NA,NA,NA,Blumeodendron,Blumeodendron sp,Euphorbiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Calophyllum,NA,NA,NA,Calophyllum,Calophyllum sp,Calophyllaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Dracontomelon,NA,NA,NA,Dracontomelon,Dracontomelon sp,Anacardiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Friesodielsia,NA,NA,NA,Friesodielsia,Friesodielsia sp,Annonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Garcinia,NA,NA,NA,Garcinia,Garcinia sp. ,Clusiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Gironniera,NA,NA,NA,Gironniera,Gironniera sp,Cannabaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Gymnacranthera,NA,NA,NA,Gymnacranthera,Gymnacranthera sp,Myristicaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Hydnocarpus,NA,NA,NA,Hydnocarpus,Hydnocarpus sp,Achariaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Irvingia,NA,NA,NA,Irvingia,Irvingia sp,Irvingiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Mangifera,NA,NA,NA,Mangifera ,Mangifera sp. ,Anacardiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Polyalthia,NA,NA,NA,Polyalthia ,Polyalthia sp. ,Annonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Pternandra,NA,NA,NA,Pternandra ,Pternandra sp. ,Melastomataceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Rhodamnia,NA,NA,NA,Rhodamnia,Rhodamnia sp,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Scutinanthe,NA,NA,NA,Scutinanthe,Scutinanthe sp,Burseraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Willughbeia,NA,NA,NA,Willughbeia,Willughbeia sp,Apocynaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Xanthophyllum,NA,NA,NA,Xanthophyllum,Xanthophyllum sp,Polygalaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Gnetum,NA,NA,NA,Gnetum,Gnetum sp.,Gnetaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Bornean white-bearded gibbon,Hylobates,Hylobates albibarbis,Primates,Hominidae,Parinari,NA,NA,NA,Parinari,Parinari sp,Chrysobalanaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indonesia,South-east Asia,Clink2017
Buru babirusa,Babyrousa,Babyrousa babyrussa,Herbivore,Pig,Dracontomelon dao,Widely distributed,Native,Tree,Dracontomelon,Dracontomelon dao,Anacardiaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,2,NA,NA,3.24,3.24,NA,NA,NA,NA,2.05,2.05,Least Concern,Indonesia,South-east Asia,Srdhara et al 2017
Buru babirusa,Babyrousa,Babyrousa babyrussa,Herbivore,Pig,Dillenia serrata,Endemic,Native,Tree,Dillenia,Dillenia serrata,Dilleniaceae,Fleshy,Pseudocarp,Green,"Light (Brown, Green, Grey, White, Yellow)",present,5,Two-Five,Not arillate,NA,NA,NA,NA,6.5,5.5,NA,NA,NA,NA,NA,NA,Least Concern,Indonesia,South-east Asia,Srdhara et al 2017
Buru babirusa,Babyrousa,Babyrousa babyrussa,Herbivore,Pig,Pangium edule,Widely distributed,Native,Tree,Pangium,Pangium edule,Achariaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,10,10,6,7,NA,NA,1,2.5,1,2,NA,NA,Least Concern,Indonesia,South-east Asia,Srdhara et al 2017
Buru babirusa,Babyrousa,Babyrousa babyrussa,Herbivore,Pig,Calophyllum soulattri,Widely distributed,Native,Tree,Calophyllum,Calophyllum soulattri,Calophyllaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,2,2,0.9,1.6,NA,NA,0.7,1.2,0.6,1.2,NA,NA,Least Concern,Indonesia,South-east Asia,Srdhara et al 2017
Buru babirusa,Babyrousa,Babyrousa babyrussa,Herbivore,Pig,Dillenia celebica,Endemic,Native,Tree,Dillenia,Dillenia celebica,Dilleniaceae,Fleshy,Pseudocarp,Green,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Endangered,Indonesia,South-east Asia,Srdhara et al 2017
