"author_of_the_papers","year_of_publishing","paper_heading","mammal_species","mammal_group","country","BIOME_NAME","ECO_NAME","REALM","SHAPE_LENG","SHAPE_AREA","geometry"
"Rai 2004",2004,"The socio-economic & ecological impact of Garcinia gummi-gata fruit harvest in the Western Ghats, India","Bonnet macaque","Primate","india","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.83470833, 14.61551111)
"Rai 2004",2004,"The socio-economic & ecological impact of Garcinia gummi-gata fruit harvest in the Western Ghats, India","Common palm civet","Carnivore","india","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.83470833, 14.61551111)
"Rai 2004",2004,"The socio-economic & ecological impact of Garcinia gummi-gata fruit harvest in the Western Ghats, India","Hanuman langur","Primate","india","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.83470833, 14.61551111)
"Rajput et al 2019",2019,"Ecological impact of Prosopis juliflora on the habitat conditions of blackbuck in Sathyamangalam tiger reserve, Tamil Nadu, India","Blackbuck","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.12909444, 11.62286944)
"Rajput et al 2019",2019,"Ecological impact of Prosopis juliflora on the habitat conditions of blackbuck in Sathyamangalam tiger reserve, Tamil Nadu, India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.12909444, 11.62286944)
"Raju & Jonathan 2010",2010,"Anemophily, accidental cantharophily, seed dispersal and seedling ecology of Cycas sphaerica Roxb. (Cycadaceae), a data-deficient red-listed species of northern Eastern Ghats","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(84.54056667, 18.96215)
"Raju & Rao 2006",2006,"Pollination by bees and passerine birds and seed dispersal by monkeys in the white teak Gmelina arborea Roxb., a commercially important timber tree species in the Eastern Ghats","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(83.14881944, 18.31072222)
"Raju & Rao 2006",2006,"Pollination by bees and passerine birds and seed dispersal by monkeys in the white teak Gmelina arborea Roxb., a commercially important timber tree species in the Eastern Ghats","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(83.14881944, 18.31072222)
"Ramachandran & Joesph 2001",2001,"Feeding ecology of Nilgiri Langur (Trachypithecus johnii) in Silent Valley National Park , Kerala, India","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(76.42800278, 11.06942222)
"Raman 1990",1990,"Ecology of the Asian elephant in southern India. II. FEEDING habits and crop raiding patterns","Elephant","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests","Indomalayan",18.0744103721,6.79462131066,c(77.11112222, 12.15367778)
"Ramesh et al 2009",2009,"ADDITIONAL NOTES ON THE DIET OF SLOTH BEAR MELURSUS URSINUS IN MUDUMALAI TIGER RESERVE AS SHOWN BY SCAT ANALYSIS","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.53455, 11.56229167)
"Ramkumaran et al 2017",2017,"Density and obligatory feeding habits of an isolated Golden Jackal Canis aureus L. (Mammalia: Carnivora: Canidae) population in Pirotan Island, Gulf of Kachchh, India","Golden Jackal","Carnivore","India",NA,NA,NA,NA,NA,c(69.95652222, 22.60061389)
"Rathore & Chauhan 2014",2014,"The food habits of Himalayan Brown Bear Ursus arctos (Mammalia:Carnivora: Ursidae) in Kugti wildlife sanctuary, Himachal Pradesh, India","Brown bear","Carnivore","India","Temperate Conifer Forests","Western Himalayan subalpine conifer forests","Indomalayan",108.48409279,3.80222824823,c(76.69719722, 32.45419722)
"Rathore 2017",2017,"BLACKBUCK OCCUPANCY IN MOYAR VALLEY, TAMIL NADU","Blackbuck","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.98953056, 11.55171389)
"Reid 1991",1991,"Ecology of the asiatic black bear (Ursus thibetanus) in Sichuan, China","Asiatic black bear","Carnivore","China","Temperate Conifer Forests","Qionglai-Minshan conifer forests","Palearctic",30.7857131358,7.53888226402,c(103.18306667, 31.03095)
"Riley 2007",2007,"Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration","Tonkean macaque","Primate","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Sulawesi montane rain forests","Australasia",48.6817733291,6.13746984172,c(120.18894167, -1.47495)
"Robinowitz 1991",1991,"Behaviour and movements of sympatric civet species in Huai Kha Khaeng Wildlife Sanctuary, Thailand","Civet sp","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(99.32084722, 15.60864444)
"Roy & Chowdhury 2014",2014,"HABITAT USE AND FORAGING ECOLOGY OF THE ASIAN ELEPHANT (Elephas maximus) IN BUXA TIGER RESERVE AND ADJOINING AREAS OF NORTHERN WEST BENGAL","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Roy et al 2011",2011,"Diet and Dietary-Niche Breadth of Diurnal Rain Forest Primates in the Central Western Ghats, India","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.697125, 14.25778333)
"Roy et al 2011",2011,"Diet and Dietary-Niche Breadth of Diurnal Rain Forest Primates in the Central Western Ghats, India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.697125, 14.25778333)
"Roy et al 2011",2011,"Diet and Dietary-Niche Breadth of Diurnal Rain Forest Primates in the Central Western Ghats, India","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.697125, 14.25778333)
"Roy et al 2012",2012,"Foraging ecology of Nilgiri Langur (Trachypithecus Johnii) in Parimbikulam Tiger Reserve, Kerala, India","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(76.81358889, 10.44383889)
"Roy et al 2015",2015,"A preliminary study on the activity budget of post released Eastern Hoolock Gibbon Hoolock leuconedys (Mammalia: Primates: Hylobatidae) in Mehao Wildlife Sanctuary, Arunachal Pradesh, India","Eastern hoolock Gibbon","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.93931944, 28.146775)
"Sajeer 2013",2013,"Ecology and feeding behaviour of sloth bear (Melursus ursinus) in Parambikulam tiger reserve Kerala","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(76.81358889, 10.44383889)
"Sakamoto & Takhatsuki 2015",2015,"Seeds Recovered from the Droppings at Latrines of the Raccoon Dog (Nyctereutes procyonoides viverrinus): The Possibility of Seed Dispersal","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.25742778, 35.74211944)
"Samad & Hosetti 2018",2018,"EVALUATING FLORAL DIVERSITY OF GUDEKOTE BEAR SANCTUARY WITH REFERENCE TO FEEDING ECOLOGY OF SLOTH BEAR, MELURSUS URSINUS","Sloth bear","Carnivore","India","Deserts & Xeric Shrublands","Deccan thorn scrub forests","Indomalayan",55.5937841427,28.6472841235,c(76.63175278, 14.83646111)
"Sari dewi et al 2008",2008,"The effects of digestion by Asiatic black bear Ursus thibetanus on seed germination of Japanese bird cherry Prunus grayana (Rosaceae)","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Nihonkai evergreen forests","Palearctic",34.2753607272,2.17206157233,c(137.21370833, 36.69582778)
"Sasaki & Kawabata 1994",1994,"the raccoon dog Nyctereutes procyonoides viverrinus in a mountainous area of Japan","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.28414167, 35.49135278)
"Sathyakumar & Vishwanath 2003",2003,"Observations on food habits of Asiatic black bear in Kedarnath Wildlife Sanctuary, India: preliminary evidence on their role in seed germination and dispersal","Asiatic black bear","Carnivore","India","Montane Grasslands & Shrublands","Western Himalayan alpine shrub and meadows","Palearctic",63.3718427095,6.58596761239,c(79.06450556, 30.75344722)
"Sekar & Sukumar 2013",2013,"Waiting for Gajah: an elephant mutualist's contingency plan for an endangered megafaunal disperser","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar & Sukumar 2013",2013,"Waiting for Gajah: an elephant mutualist's contingency plan for an endangered megafaunal disperser","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar & Sukumar 2015",2015,"The Asian elephant is amongst the top three frugivores of two tree species with easily edible fruit","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar & Sukumar 2015",2015,"The Asian elephant is amongst the top three frugivores of two tree species with easily edible fruit","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar et al 2015",2015,"In the elephantís seed shadow: the prospects of domestic bovids as replacement dispersers of three tropical Asian trees","Cattle","Herbivore","india","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar et al 2015",2015,"In the elephantís seed shadow: the prospects of domestic bovids as replacement dispersers of three tropical Asian trees","Domestic buffalo","Herbivore","india","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sekar et al 2015",2015,"In the elephantís seed shadow: the prospects of domestic bovids as replacement dispersers of three tropical Asian trees","Elephant","Herbivore","india","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Seki & Koganezawa 2013",2013,"Does sika deer overabundance exert cascading effects on the raccoon dog population?","Raccoon dog","Carnivore","Japan","Temperate Conifer Forests","Honshu alpine conifer forests","Palearctic",25.7687773102,1.1844351743,c(139.63441944, 36.89363056)
"Sengupta & Radhakrishna 2015",2015,"Fruit Trait Preference in Rhesus Macaques (Macaca mulatta) and its Implications for Seed Dispersal","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sengupta & Radhakrishna 2016",2016,"Influence of Fruit Availability on Fruit Consumption in a Generalist Primate, the Rhesus Macaque Macaca mulatta","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sengupta et al 2014",2014,"Seed Dispersal by Rhesus Macaques Macaca mulatta in Northern India","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sengupta et al 2015",2015,"Primates, Provisioning and Plants: Impacts of Human Cultural Behaviours on Primate Ecological Functions","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.52826111, 26.61703611)
"Sethi & Howe 2012",2012,"Fruit removal by hornbills in a semi-evergreen forest of the Indian Eastern Hima","Civet sp","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Four-horned antelope","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Indian barking deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Indian spotted chevrotain","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2008",2008,"Evaluation of a Participatory Resource Monitoring System for Nontimber Forest Products: the Case of Amla (Phyllanthus spp.) Fruit Harvest by Soligas in South India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2015",2015,"The sustainability of soapberry (Sapindus laurifolia Vahl) fruit harvest by the Soliga community in South India","Gaur","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2015",2015,"The sustainability of soapberry (Sapindus laurifolia Vahl) fruit harvest by the Soliga community in South India","Indian barking deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2015",2015,"The sustainability of soapberry (Sapindus laurifolia Vahl) fruit harvest by the Soliga community in South India","Indian spotted chevrotain","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2015",2015,"The sustainability of soapberry (Sapindus laurifolia Vahl) fruit harvest by the Soliga community in South India","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Setty 2015",2015,"The sustainability of soapberry (Sapindus laurifolia Vahl) fruit harvest by the Soliga community in South India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Bornean bearded pig","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Bornean yellow muntjac","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Crab-eating monkey","Primate","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Javan Mousedeer","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shanahan 2000",2000,"Ficus seed dispersal guilds: ecology, evolution and conservation implications","Pig-tailed macaque","Primate","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Borneo lowland rain forests","Indomalayan",167.919502175,34.6113693569,c(114.04287222, 4.19837222)
"Shankar 2006",2006,"Seed size as a predictor of germination success and early seedling growth in ‚Äòhollong‚Äô (Dipterocarpus macrocarpus Vesque)","Mongoose sp","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Sharma 2012",2012,"Ecology and Conservation of Primate Assemblages in the Fragmented Lowland Rainforests of the Upper Brahmaputra Valley, Northeastern India","Pig-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(94.91246111, 27.47054444)
"Sharma 2012",2012,"Ecology and Conservation of Primate Assemblages in the Fragmented Lowland Rainforests of the Upper Brahmaputra Valley, Northeastern India","Rhesus macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(94.91246111, 27.47054444)
"Sharma 2012",2012,"Ecology and Conservation of Primate Assemblages in the Fragmented Lowland Rainforests of the Upper Brahmaputra Valley, Northeastern India","Stump-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(94.91246111, 27.47054444)
"Sharma 2019",2019,"Population status, Habitat preference and crop depredation by Blackbuck (Antilope cervicapra, LINNEAUS 1758) in BLACK BUCK CONSERVATION AREA, NEPAL","Blackbuck","Herbivore","India","Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands","Indomalayan",27.3418057436,3.15365750478,c(81.32893889, 28.22275833)
"Sheikh et al 2012",2012,"Food habits of Chital (Axis axis axis) in Van Vihar National Park, Bhopal, Madhya Pradesh, Central India","Spotted deer","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests","Indomalayan",37.9947214682,14.9063863513,c(77.36643056, 23.23221389)
"Sing et al 2010",2010,"STUDY ON VARIOUS SPECIES OF FICUS GENUS GROWING AS RUDERAL FLORA ON BUILDINGS OF SOUTHERN RAJASTHAN","Hanuman langur","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(73.66690833, 24.57969444)
"Singh et al 2011",2011,"Resource Partitioning in Sympatric Langurs and Macaques in Tropical Rainforests of the Central Western Ghats, South India","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.68102778, 14.23271111)
"Singh et al 2011",2011,"Resource Partitioning in Sympatric Langurs and Macaques in Tropical Rainforests of the Central Western Ghats, South India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.68102778, 14.23271111)
"Singh et al 2011",2011,"Resource Partitioning in Sympatric Langurs and Macaques in Tropical Rainforests of the Central Western Ghats, South India","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(74.68102778, 14.23271111)
"Sinu 2012",2012,"Seed predators of an old-world tropical deciduous tree (Terminalia bellirica: Combretaceae) in wet habitats of the Western Ghats, India","Cattle","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(75.61506111, 12.66390278)
"Sinu 2012",2012,"Seed predators of an old-world tropical deciduous tree (Terminalia bellirica: Combretaceae) in wet habitats of the Western Ghats, India","Indian spotted chevrotain","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(75.61506111, 12.66390278)
"Solanki et al 2007",2007,"Feeding Ecology of Trachypithecus pileatus in India","Capped langur","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Solanki et al 2008",2008,"Winter food selection and diet composition of capped langur (Trachypithecus pileatus) in Arunachal Pradesh, India","Capped langur","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Sreekumar & Balakrishnan 2002",2002,"Seed Dispersal by the Sloth Bear (Melursus ursinus) in South India","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15026667, 8.53406667)
"Sridhara 2017",2017,"Examining spatio temporal seed dispersal pattern by a terrestrial non obligate frugivore","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.15239722, 30.01541944)
"Srivastava et al 1996",1996,"Some Observations on Troop Structure, Activity Budget and Food Habits of the Nilgiri Langur (Presbytis johnii) in Periyar During Monsoon (June - August)","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(77.22865278, 9.46313889)
"Stanford 1991",1991,"The Diet of the Capped Langur (Presbytis pileata) in a Moist Deciduous Forest in Bangladesh","Capped langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(90.07729722, 24.703775)
"Stavi et al 2015",2015,"The role of large herbivores in recruitment of Acacia trees via endozoochory in the Arava Valley, Israel","Addax","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(35.02946389, 29.846175)
"Stavi et al 2015",2015,"The role of large herbivores in recruitment of Acacia trees via endozoochory in the Arava Valley, Israel","Dorcas Gazelle","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(35.02946389, 29.846175)
"Stavi et al 2015",2015,"The role of large herbivores in recruitment of Acacia trees via endozoochory in the Arava Valley, Israel","Oryx","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(35.02946389, 29.846175)
"Stavi et al 2015",2015,"The role of large herbivores in recruitment of Acacia trees via endozoochory in the Arava Valley, Israel","Wild Ass","Herbivore","Israel","Deserts & Xeric Shrublands","Arabian desert","Palearctic",442.45207258,72.6922211602,c(35.02946389, 29.846175)
"Steinmetz et al 2013",2013,"Foraging ecology and coexistence of Asiatic black bears and sun bears in a seasonal tropical forest in Southeast Asia","Asiatic black bear","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.91648333, 15.33336389)
"Steinmetz et al 2013",2013,"Foraging ecology and coexistence of Asiatic black bears and sun bears in a seasonal tropical forest in Southeast Asia","Sunbear","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.91648333, 15.33336389)
"Su & Sale 2007",2007,"Niche differentiation between Common Palm Civet Paradoxurus hermaphroditus and Small Indian Civet Viverricula indica in regenerating degraded forest, Myanmar","Common palm civet","Carnivore","Myanmar","Tropical & Subtropical Moist Broadleaf Forests","Irrawaddy freshwater swamp forests","Indomalayan",6.36468268478,1.28070408621,c(96.11508611, 17.04384722)
"Su & Sale 2007",2007,"Niche differentiation between Common Palm Civet Paradoxurus hermaphroditus and Small Indian Civet Viverricula indica in regenerating degraded forest, Myanmar","Small indian civet","Carnivore","Myanmar","Tropical & Subtropical Moist Broadleaf Forests","Irrawaddy freshwater swamp forests","Indomalayan",6.36468268478,1.28070408621,c(96.11508611, 17.04384722)
"Suba 2017",2017,"Impact of land use changes on the human-elephant conflict","Elephant","Herbivore","Indonesia","Mangroves","Sunda Shelf mangroves","Indomalayan",157.401206852,3.03280608429,c(116.39, -3.45000278)
"Suba et al 2018",2018,"Foraging ecology and diet of Bornean elephants (Elephas maximus borneensis) in the Sebuku forest area, North Kalimantan Province of Indonesia: Do the choices matter?","Elephant","Herbivore","Thailand","Mangroves","Sunda Shelf mangroves","Indomalayan",157.401206852,3.03280608429,c(116.39, -3.45000278)
"Subrata & Syahbudin 2016",2016,"Common Palm Civet as a Potential Seed Disperser of Important Plant Species in Java","Common palm civet","Carnivore","Malayesia",NA,NA,NA,NA,NA,c(109.67459167, 6.88983611)
"Sukhadiya et al 2013",2013,"Feeding Ecology and Habitat Use of Sloth Bear (Melursus ursinus) in Jassore Wildlife Sanctuary, Gujarat, India","Sloth bear","Carnivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(72.43165556, 24.44683889)
"Sukumar 1990",1990,"Ecology of the Asian elephant in southern India. II. Feeding habits and crop raiding patterns","Elephant","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests","Indomalayan",18.0744103721,6.79462131066,c(76.94373056, 11.92614722)
