"author_of_the_papers","year_of_publishing","paper_heading","mammal_species","mammal_group","country","BIOME_NAME","ECO_NAME","REALM","SHAPE_LENG","SHAPE_AREA","geometry"
"Khan et al 1996",1996,"Ungulate densities and biomass in the tropical dry deciduous forests of Gir, Gujarat, India ","Spotted deer","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(70.79444167, 21.08431389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Capped langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Domestic buffalo","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Elephant","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Gaur","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Indian barking deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2005",2005," Effects of forest disturbance on fruit s seed dispersal and prÈdation of Rudra (Elaeocarpus ganitrus Roxb.) in northeast India","Wild pig","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests","Indomalayan",17.6517448979,5.14101713833,c(95.49464444, 27.21206389)
"Khan et al 2017",2017,"Winter food habfits off the Golden Jackal Canfis aureus (Mammalia: Carnivora: Canidae) in Patna Bird Sanctuary, Uttar Pradesh, India","Golden Jackal","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.31682222, 27.52764444)
"Khan et al 2019",2019,"Winter food habits of the Common Palm Civet Paradoxurus hermaphroditus (Mammalia: Carnivora: Viverridae) in Patna Bird Sanctuary, India","Common palm civet","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests","Indomalayan",24.6778177066,23.8953596754,c(78.31682222, 27.52764444)
"Khanal & Thapa 2014",2014,"Feeding Ecology of Sloth Bears in Chitwan National Park, Nepal","Sloth bear","Carnivore","Nepal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands","Indomalayan",27.3418057436,3.15365750478,c(84.31353056, 27.51928611)
"Khatiwada et al 2020",2020,"Comparative ecological and behavioral study of Macaca assamensis and M. mulatta in Shivapuri Nagarjun National Park, Nepal","Assamese macaque","Primate","Nepal","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(85.38593333, 27.81292222)
"Khatiwada et al 2020",2020,"Comparative ecological and behavioral study of Macaca assamensis and M. mulatta in Shivapuri Nagarjun National Park, Nepal","Rhesus macaque","Primate","Nepal","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(85.38593333, 27.81292222)
"Khatun et al 2011",2011,"Feeding Behaviour and Ecology of the Common Langurs (Semnopithecus entellus) of Keshabpur in Bangladesh","Hanuman langur","Primate","Bangladesh","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(89.21938056, 22.90546389)
"Kitamura et al 2002",2002,"Interactions between fleshy fruits and frugivores in a tropical seasonal forest in Thailand","Bear sp","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2002",2002,"Interactions between fleshy fruits and frugivores in a tropical seasonal forest in Thailand","Civet sp","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2002",2002,"Interactions between fleshy fruits and frugivores in a tropical seasonal forest in Thailand","Deer sp","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2002",2002,"Interactions between fleshy fruits and frugivores in a tropical seasonal forest in Thailand","Elephant","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2005",2005,"Fruit-frugivore interactions in a moist evergreen forest of Khao Yai National Park in Thailand","Binturong","Carnivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"Kitamura et al 2006 a",2006,"Frugivory and seed dispersal by Asian elephants, Elephas maximus, in a moist evergreen forest of Thailand","Elephant","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2006 b",2006,"Dispersal of Canarium euphyllum (Burseraceae), a large-seeded tree species, in a moist evergreen forest in Thailand","Indian barking deer","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Kitamura et al 2006 b",2006,"Dispersal of Canarium euphyllum (Burseraceae), a large-seeded tree species, in a moist evergreen forest in Thailand","Javan Mousedeer","Herbivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Kayah-Karen montane rain forests","Indomalayan",30.9776479648,10.1854747348,c(98.48706111, 18.58804444)
"Koboyashi et al 2022",2022,"Effects of different pollinators and herbivores on the fruit set height of the mammal-pollinated treeclimbing vine Mucuna macrocarpa","Sika deer","Herbivore","Japan","Tropical & Subtropical Moist Broadleaf Forests","Nansei Islands subtropical evergreen forests","Indomalayan",12.483463978,0.371414877599,c(127.80560556, 26.33435278)
"Koike 2009 a",2009,"Fruiting Phenology and its Effect on Fruit Feeding Behavior of Asiatic Black Bears","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(138.75205278, 35.55296111)
"Koike 2009 b",2009,"Long-term trends in food habits of Asiatic black bears in the Misaka Mountains on the Pacific coast of central Japan","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(138.75205278, 35.55296111)
"Koike et al 2007",2007,"Fruit phenology of Prunus jamasakura and the feeding habit of the Asiatic black bear as a seed disperser","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(138.51096111, 35.56316389)
"Koike et al 2008",2008,"Frugivory of carnivores and seed dispersal of fleshy fruits in cool-temperate deciduous forests","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koike et al 2008",2008,"Frugivory of carnivores and seed dispersal of fleshy fruits in cool-temperate deciduous forests","European Badger","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koike et al 2008",2008,"Frugivory of carnivores and seed dispersal of fleshy fruits in cool-temperate deciduous forests","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koike et al 2008",2008,"Frugivory of carnivores and seed dispersal of fleshy fruits in cool-temperate deciduous forests","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koike et al 2008",2008,"Frugivory of carnivores and seed dispersal of fleshy fruits in cool-temperate deciduous forests","Red fox","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koike et al 2010",2010,"Estimate of the seed shadow created by the Asiatic black bear Ursus thibetanus and its characteristics as a seed disperser in Japanese cool-temperate forest","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.04416944, 36.64615278)
"Koike et al 2012",2012,"The role of dung beetles as a secondary seed disperser after dispersal by frugivore mammals in a temperate deciduous forest","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(139.09605833, 35.80950278)
"Koirala & Chalise 2014",2014,"Feeding Ecology of Assamese Macaque (Macaca assamensis) in Nagarjun Forest of Shivapuri Nagarjun National Park, Nepal","Assamese macaque","Primate","Nepal","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(85.38593333, 27.81292222)
"Koirala et al 2016",2016,"Feeding preferences of the Asian elephant (Elephas maximus) in Nepal","Elephant","Herbivore","Nepal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands","Indomalayan",27.3418057436,3.15365750478,c(84.79420833, 27.47601111)
"Koirala et al 2017",2017,"Diet and Activity of Macaca assamensis in Wild and Semi-Provisioned Groups in Shivapuri Nagarjun National Park, Nepal","Assamese macaque","Primate","Nepal","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(85.38593333, 27.81292222)
"Kool 1993",1993,"The diet and feeding behavior of the silver leaf monkey (Trachypithecus auratus sondaicus) in Indonesia","East javan langur","Primate","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Western Java rain forests","Indomalayan",27.819517907,3.39415406305,c(108.65796111, -7.69253611)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Binturong","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Common palm civet","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Large indian civet","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Masked palm civet","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Slow loris","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishna et al 2015",2015,"INVESTIGATING THE FORAGING PATTERNS AND DISTRIBUTION OF NOCTURNAL FRUGIVORES WITH SPECIAL FOCUS ON CONSERVATION THREATS IN NAMDAPHA NATIONAL PARK, ARUNACHAL PRADESH, INDIA","Small indian civet","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Krishnadas et al 2011",2011,"The response of the frugivorous lion‚Äêtailed macaque (Macaca silenus) to a period of fruit scarcity","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(76.42800278, 11.06942222)
"Krishnamani 1994",1994,"DIET COMPOSITION OF THE BONNET MACAQUE (Macaca radiata) IN A TROPICAL DRY EVERGREEN FOREST OF SOUTHERN INDIA","Bonnet macaque","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","East Deccan dry-evergreen forests","Indomalayan",11.7196122834,2.11082425844,c(79.92486667, 12.18994167)
"Krishnan & Borges 2018",2018,"A fig tree in a concrete jungle: fine-scale population genetic structure of the cluster fig Ficus racemosa in an urban environment","Bonnet macaque","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests","Indomalayan",18.0744103721,6.79462131066,c(77.59456389, 12.30493333)
"Kulavmode et al 2015",2015,"A note on seed dispersal of Rock Banana Ensete superbum by Asian Palm Civet Paradoxurus hermaphroditus at Sinhgad fort, Maharashtra, India","Common palm civet","Carnivore","India","Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests","Indomalayan",37.9947214682,14.9063863513,c(73.75587778, 18.36627778)
"Kumar & Kumar 2023",2023,"Food plants of Wild Gaur (Bos gaurus Smith, 1827)","Gaur","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests","Indomalayan",56.6921007149,29.4746431379,c(86.29453889, 21.59311389)
"Kumar & Solanki 2003",2003,"Food preference of rhesus monkey Macaca mulatta during the pre-monsoon and monsoon season, Pakhui Wildlife Sanctuary, Arunachal Pradesh","Rhesus macaque","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Kumar & Solanki 2008",2008,"Population Status and Conservation of Capped Langurs (Trachypithecus pileatus) in and Around Pakke Wildlife Sanctuary, Arunachal Pradesh, India","Capped langur","Primate","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(92.98934722, 26.95354167)
"Kumar et al 2015",2015,"Seed bank estimation and regeneration studies of Calophyllum apetalum Willd., from Western Ghats of Karnataka","Indian barking deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(75.09031667, 13.50266389)
"Kumar et al 2015",2015,"Seed bank estimation and regeneration studies of Calophyllum apetalum Willd., from Western Ghats of Karnataka","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(75.09031667, 13.50266389)
"Kumar et al 2015",2015,"Seed bank estimation and regeneration studies of Calophyllum apetalum Willd., from Western Ghats of Karnataka","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests","Indomalayan",18.471068778,2.59521625084,c(75.09031667, 13.50266389)
"Kumara & Santosh 2013",2013,"Development of conservation strategy for a newly discovered lion-tailed macaque Macaca silenus population in Sirsi-Honnavara, Western Ghats: II. Understanding the impact of NTFP collection on lion-tailed macaque","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Malabar Coast moist forests","Indomalayan",34.7083807541,2.9502205383,c(74.41909167, 14.42754722)
"Kurihara & Hanya 2015",2015,"Comparison of Feeding Behavior between Two Different-Sized Groups of Japanese Macaques (Macaca fuscata yakui)","Japanese macaque","Primate","Japan","Tropical & Subtropical Moist Broadleaf Forests","Nansei Islands subtropical evergreen forests","Indomalayan",12.483463978,0.371414877599,c(130.51271389, 30.34459444)
"Kusum 2018",2018,"STUDIES ON, THE RANGING PATTERN AND DUNG PILES HABIT OF NILGAI (BOSELAPHUS TRAGOCAMELUS) AROUND JODHPUR, RAJASTHAN, INDIA","Nilgai","Herbivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(73.02430833, 26.23894722)
"Lambart 1990",1990,"Some Notes on Fig-eating by Arboreal Mammals in Malaysia","Binturong","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(102.40042222, 4.38513056)
"Lambart 1990",1990,"Some Notes on Fig-eating by Arboreal Mammals in Malaysia","Masked palm civet","Carnivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(102.40042222, 4.38513056)
"Laurie and Seidensticker, 1977",1977,"Behavioural ecology of the Sloth bear (Mehvsus uvsinus)","Sloth bear","Carnivore","Nepal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands","Indomalayan",27.3418057436,3.15365750478,c(84.31353056, 27.51928611)
"Lee et al 2022",2022,"Endozoochorous seed dispersal by Korean water deer (Hydropotes inermis argyropus) in Taehwa Research Forest, South Korea","Korean water buffalo","Herbivore","Korea","Temperate Broadleaf & Mixed Forests","Central Korean deciduous forests","Palearctic",50.5326985562,10.6162971268,c(126.9572, 37.46482778)
"Leena 2009",2009,"A case study of Prosopis juliflora in Ajmer","Nilgai","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(74.63991667, 26.44989444)
"Lin et al 2002",2002,"SEED DISPERSAL, SEED PREDATION, AND SEEDLING SPATIAL PATTERN OF GARCINIA COWA (GUTTIFERAE)","Sambar","Herbivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(101.57051389, 21.48754167)
"Liu et al 2013",2013,"Foods Eaten by the Sichuan Snub-Nosed Monkey (Rhinopithecus roxellana) in Shennongjia National Nature Reserve, China, in Relation to Nutritional Chemistry","Golden snub nosed monakey","Primate","China","Temperate Broadleaf & Mixed Forests","Daba Mountains evergreen forests","Palearctic",30.0755330062,15.9993652533,c(110.39378056, 31.46775)
"Ma et al 2017a",2017,"Diet and feeding behavior of a group of 42 Phayre's langurs in a seasonal habitat in Mt. Gaoligong, Yunnan, China","Phayrei's leaf monkey","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","Yunnan Plateau subtropical evergreen forests","Palearctic",29.7124087047,21.5293843925,c(103.96829722, 24.59823889)
"Ma et al 2017b",2017,"Food selection in relation to nutritional chemistry of Cao Vit gibbons in Jingxi, China","Eastern Black-crested Gibbon","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(106.75938056, 22.91863333)
"Mahesha & Rajnish 2019",2019,"Some aspects of seed dispersal by Asian elephants (Elephas maximus) in Kaudulla National Park, Sri Lanka","Elephant","Herbivore","Sri Lanka","Tropical & Subtropical Dry Broadleaf Forests","Sri Lanka dry-zone dry evergreen forests","Indomalayan",13.4553203567,3.95273643314,c(80.88585556, 8.11071943999999)
"Maheshnaik et al 2022",2022,"diversity of Sathyamangalam tiger reserve, Tamil Nadu, India","Blackbuck","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.12909444, 11.62286944)
"Maheshnaik et al 2022",2022,"diversity of Sathyamangalam tiger reserve, Tamil Nadu, India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.12909444, 11.62286944)
"Mahmood et al 2013",2002,"DIET COMPOSITION OF ASIATIC JACKAL (Canis aureus IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD, PAKISTAN","Golden Jackal","Carnivore","Pakistan","Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests","Indomalayan",142.221901344,7.17296853467,c(73.00510556, 33.74805833)
"Marod et al 2010",2010,"The Role of Wild Banana (Musa acuminata Colla) on Wildlife Diversity in Mixed Deciduous Forest, Kanchanaburi Province, Western Thailand","Common palm civet","Carnivore","Thailand","Tropical & Subtropical Moist Broadleaf Forests","Chao Phraya lowland moist deciduous forests","Indomalayan",21.9305952684,1.69779497485,c(99.53235833, 14.02261111)
"Mathur 1991",1991,"THE ECOLOGICAL INTERACTION BETWEEN HABITAT COMPOSITION, HABITAT QUALITY AND ABUNDANCE OF SOME WILD UNGULATES IN INDI","Spotted deer","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Central Deccan Plateau dry deciduous forests","Indomalayan",32.1585339539,20.5287997043,c(79.38756944, 20.27178889)
"Maurya et al 2012",2012,"ESTIMATING FOOD INTAKE FROM SCATS IN THE OMNIVOROUS INDIAN FOX VULPES BENGALENSIS","Indian fox","Carnivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(68.82731389, 23.26084444)
"McConkey & Brockelman 2011",2011,"Nonredundancy in the dispersal network of a generalist tropical forest tree","Bear sp","Carnivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey & Brockelman 2011",2011,"Nonredundancy in the dispersal network of a generalist tropical forest tree","Indian barking deer","Herbivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey & Brockelman 2011",2011,"Nonredundancy in the dispersal network of a generalist tropical forest tree","Sambar","Herbivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey et al 2018",2018,"Different megafauna vary in their seed dispersal effectiveness of the megafaunal fruit Platymitra macrocarpa (Annonaceae)","Bear sp","Carnivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey et al 2018",2018,"Different megafauna vary in their seed dispersal effectiveness of the megafaunal fruit Platymitra macrocarpa (Annonaceae)","Elephant","Herbivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey et al 2018",2018,"Different megafauna vary in their seed dispersal effectiveness of the megafaunal fruit Platymitra macrocarpa (Annonaceae)","Indian barking deer","Herbivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey et al 2018",2018,"Different megafauna vary in their seed dispersal effectiveness of the megafaunal fruit Platymitra macrocarpa (Annonaceae)","Sambar","Herbivore","Thailand","Tropical & Subtropical Dry Broadleaf Forests","Southeast Indochina dry evergreen forests","Indomalayan",70.3793262875,10.3247537093,c(101.53044167, 14.31092222)
"McConkey et al 2022",2021,"Lost mutualisms: Seed dispersal by Sumatran rhinos, the worldís most threatened megafauna","Sumatran Rhinoceros","Herbivore","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Sumatran lowland rain forests","Indomalayan",135.930460521,21.0129232391,c(105.77692778, -4.927575)
"Mckonkey & Galetti 1998",1998,"Seed dispersal by the sun bear Helarctos malayanus in Central Borneo","Sunbear","Carnivore","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Sundaland heath forests","Indomalayan",80.4723771335,6.19497569012,c(113.38235556, -1.68148889000001)
"Meena et al 2020",2020,"Crop Damage by the Blackbuck (Antilope Cervicapra) and other Ungulates in Around Rohat Region, Rajasthan, India","Blackbuck","Herbivore","India","Deserts & Xeric Shrublands","Aravalli west thorn scrub forests","Indomalayan",121.583472918,44.7386078271,c(73.142275, 25.95558611)
"Meghwal et al 2018",2018,"Activity and social behaviour of four-horned antelope (Tetracerus quadricornis de Blainville, 1816) in tropical deciduous forests of Aravalli mountain range, Western India","Four-horned antelope","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(73.56356667, 25.13411111)
"Mehta et al 2013",2013,"Food habits of Nilgai (Boselaphus Tragocamelus) as determined by Pellet Analysis in a human dominated landscape, Western Gujarat, India.","Nilgai","Herbivore","India","Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests","Indomalayan",37.9947214682,14.9063863513,c(77.36643056, 23.23221389)
"Mendiratta et al 2009",2009,"Winter Ecology of the Arunachal Macaque Macaca munzala in Pangchen Valley, Western Arunachal Pradesh, Northeastern India","Arunachal macaque","Primate","India","Temperate Conifer Forests","Northeast Himalayan subalpine conifer forests","Palearctic",60.0938659992,4.29929037018,c(91.730425, 27.71404722)
